50,10,249,255,171
50,11,248,254,168
50,12,253,255,172
50,13,253,252,172
50,14,253,255,179
51,10,255,9,14
51,11,229,27,7
51,12,170,61,0
51,13,243,197,111
51,14,255,252,165
52,10,153,34,134
52,11,163,56,108
52,12,143,65,16
52,13,233,211,91
52,14,177,240,74
53,10,255,11,16
53,11,235,18,13
53,12,195,42,11
53,13,255,224,174
53,14,255,244,170
54,10,251,255,166
54,11,255,255,172
54,12,251,255,169
54,13,247,255,167
54,14,245,255,165
